-43.17291,-22.90685,0
-43.17321,-22.90609,0
-43.17337,-22.90575,0
-43.17428,-22.9045,0
-43.17444,-22.90425,0
-43.17455,-22.90404,0
-43.17518,-22.90319,0
-43.17381,-22.90244,0
-43.17369,-22.90236,0
-43.17365,-22.90229,0
-43.17363,-22.90227,0
-43.17354,-22.90224,0
-43.17348,-22.90223,0
-43.17339,-22.90223,0
-43.17333,-22.90226,0
-43.1733,-22.90229,0
-43.17329,-22.90231,0
-43.17328,-22.90231,0
-43.17327,-22.90232,0
-43.17286,-22.9023,0
-43.17276,-22.90235,0
-43.17269,-22.90225,0
-43.1724,-22.90203,0
-43.17159,-22.90173,0
-43.17144,-22.9017,0
-43.16732,-22.90171,0
-43.16672,-22.90169,0
-43.15411,-22.89861,0
-43.13756,-22.89438,0
-43.13595,-22.89401,0
-43.1348,-22.89393,0
-43.13239,-22.89391,0
-43.12684,-22.89399,0
-43.12527,-22.89405,0
-43.12432,-22.89417,0
-43.12428,-22.89419,0
-43.12427,-22.89423,0
-43.12433,-22.89472,0
-43.12435,-22.89479,0
-43.12438,-22.89485,0
-43.12443,-22.89491,0
-43.12476,-22.89514,0
-43.12479,-22.89517,0
-43.12488,-22.89521,0
-43.12488,-22.89522,0
-43.12489,-22.89522,0
-43.12489,-22.89524,0
-43.1249,-22.89525,0
-43.1249,-22.89527,0
-43.12486,-22.89533,0
-43.12481,-22.89538,0
-43.12418,-22.89499,0
-43.12412,-22.89491,0
-43.124,-22.8947,0
-43.12383,-22.89384,0
-43.1238,-22.89347,0
-43.12379,-22.89284,0
-43.12382,-22.89216,0
-43.12394,-22.89153,0
-43.12396,-22.89137,0
-43.12425,-22.89003,0
-43.12428,-22.8898,0
-43.1248,-22.88766,0
-43.12482,-22.88754,0
-43.12515,-22.88622,0
-43.12516,-22.88613,0
-43.12516,-22.88602,0
-43.12512,-22.88589,0
-43.12509,-22.88584,0
-43.12506,-22.88576,0
-43.12451,-22.88561,0
-43.11581,-22.8828,0
-43.11545,-22.88271,0
-43.11487,-22.8825,0
-43.11464,-22.88238,0
-43.11435,-22.88217,0
-43.11417,-22.882,0
-43.11409,-22.88191,0
-43.11389,-22.8818,0
-43.11361,-22.88157,0
-43.11359,-22.88154,0
-43.11342,-22.88143,0
-43.113,-22.88123,0
-43.11272,-22.88116,0
-43.1123,-22.88109,0
-43.1106,-22.88088,0
-43.10965,-22.88084,0
-43.10974,-22.8807,0
-43.11002,-22.87997,0
-43.11006,-22.87983,0
-43.11006,-22.8797,0
-43.11005,-22.87967,0
-43.11005,-22.87965,0
-43.11002,-22.87956,0
-43.10924,-22.87831,0
-43.10921,-22.87828,0
-43.10898,-22.87792,0
-43.10898,-22.8779,0
-43.109,-22.87786,0
-43.10861,-22.87724,0
-43.10832,-22.87685,0
-43.10871,-22.87666,0
-43.10981,-22.87618,0
-43.1099,-22.87615,0
-43.10994,-22.87613,0
-43.11026,-22.87602,0
-43.11018,-22.87555,0
-43.1101,-22.8747,0
-43.11002,-22.87306,0
-43.11006,-22.87236,0
-43.11021,-22.87129,0
-43.1105,-22.8684,0
-43.1105,-22.86826,0
-43.11045,-22.868,0
-43.11037,-22.86774,0
-43.11028,-22.86755,0
-43.1102,-22.86743,0
-43.11007,-22.86727,0
-43.10997,-22.86717,0
-43.10972,-22.86697,0
-43.10937,-22.86673,0
-43.109,-22.86644,0
-43.1086,-22.86602,0
-43.10828,-22.86562,0
-43.10801,-22.8652,0
-43.10767,-22.86454,0
-43.10754,-22.86416,0
-43.10743,-22.86372,0
-43.10734,-22.86304,0
-43.10733,-22.86278,0
-43.10722,-22.8619,0
-43.10717,-22.86162,0
-43.10713,-22.86147,0
-43.10694,-22.86105,0
-43.10684,-22.86076,0
-43.10651,-22.86005,0
-43.10639,-22.85989,0
-43.10598,-22.85942,0
-43.10573,-22.85917,0
-43.10453,-22.85807,0
-43.10415,-22.85767,0
-43.10391,-22.85734,0
-43.10062,-22.85226,0
-43.10032,-22.85173,0
-43.1002,-22.85145,0
-43.10007,-22.85109,0
-43.09994,-22.8506,0
-43.09984,-22.85007,0
-43.09982,-22.84973,0
-43.09965,-22.84842,0
-43.0995,-22.84773,0
-43.0994,-22.84743,0
-43.09922,-22.84704,0
-43.09858,-22.84592,0
-43.09744,-22.84369,0
-43.09573,-22.83973,0
-43.0955,-22.83914,0
-43.09503,-22.8377,0
-43.09482,-22.83671,0
-43.09474,-22.83615,0
-43.09427,-22.83366,0
-43.09417,-22.83324,0
-43.09387,-22.83221,0
-43.09347,-22.83114,0
-43.09286,-22.82977,0
-43.09237,-22.8288,0
-43.09213,-22.82837,0
-43.09162,-22.82759,0
-43.09126,-22.82711,0
-43.09064,-22.82641,0
-43.09006,-22.82585,0
-43.08961,-22.82546,0
-43.08921,-22.82515,0
-43.08904,-22.82504,0
-43.08879,-22.82485,0
-43.0886,-22.82473,0
-43.08855,-22.82469,0
-43.08786,-22.82429,0
-43.08535,-22.82299,0
-43.08487,-22.82271,0
-43.08422,-22.82226,0
-43.07323,-22.81301,0
-43.07147,-22.81158,0
-43.07081,-22.81111,0
-43.0664,-22.80844,0
-43.06296,-22.80628,0
-43.06178,-22.8056,0
-43.06127,-22.80528,0
-43.06105,-22.80511,0
-43.05781,-22.80313,0
-43.05575,-22.80194,0
-43.05404,-22.80104,0
-43.05071,-22.7995,0
-43.04791,-22.79836,0
-43.04604,-22.7977,0
-43.04601,-22.79768,0
-43.04481,-22.79733,0
-43.0434,-22.79697,0
-43.0418,-22.79651,0
-43.0394,-22.79595,0
-43.0353,-22.79524,0
-43.03284,-22.79469,0
-43.01947,-22.79212,0
-43.00267,-22.7885,0
-43.00202,-22.78838,0
-43.00035,-22.78801,0
-43.00015,-22.78795,0
-42.99405,-22.78659,0
-42.99333,-22.78649,0
-42.99207,-22.78618,0
-42.99205,-22.78618,0
